iso_code,country,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,renewables_electricity,solar_electricity,wind_electricity,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita,other_renewables_share_elec,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,gdp_per_capita,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
CZE,Czechia,2015,-0.452,-0.894,,,,,-1.717,-8.162,5.803,451.76,,0,0,0,0,495,49.847,-0.302,40.644,-0.575,189.861,3880.86,17909.755,196.755,18560.073,82.534,4.789,41.141,46.273,2.279,1.795,26.841,2.853,4.789,0,9.42,2.264,0.573,1.46,44065.149,0.228,79.616,0.847,371.912,35082.761,4364.92,56.065,2.761,4.863,16.14,3.497,75.395,214.98,7112.023,,,2.175,-6.552,0.972,-0.318,4.54,169.302,428.301,43.935,36.261,3420.558,-8.727,19.639,-8.772,91.739,8653.765,32.521,-12.016,14.536,-9.273,67.901,2531.931,6405.14,3.456,-1.909,22.832,-2.075,106.656,269.08,10060.983,,,451.76,5.803,2.19,2.595,0.26,12.122,1143.461,7785.479,10601000,467.135,888.627,11.414,2.15,5.103,0.502,23.838,2248.625,2.743,6.002,1.226,0.324,5.727,213.55,540.221,17842.868,0.694,19.453,0.31,0.236,1.449,54.015,136.642
CZE,Czechia,2016,-4.777,-9.4,,,,,-1.53,-7.147,5.798,447.813,,0,0,0,0,505,51.18,0.709,41.568,1.346,191.207,3952.726,18006.154,187.356,17643.452,82.012,4.755,41.974,48.524,3.726,2,24.104,2.824,4.755,0,9.384,2.131,0.497,1.402,43317.375,0.081,80.918,0.302,372.214,35051.741,4569.573,59.167,4.543,8.23,17.74,6.205,81.6,350.88,7684.322,,,2.439,10.801,1.094,0.49,5.031,188.345,473.759,40.833,33.488,3153.572,-8.17,18.314,-7.495,84.244,7933.303,29.391,-10.727,13.178,-7.284,60.617,2269.894,5708.364,3.444,-6.797,21.611,-7.249,99.407,265.966,9361.264,,,447.813,5.798,-1.113,2.606,-0.135,11.987,1128.816,7723.145,10619000,459.987,883.678,11.442,-0.885,5.136,-0.211,23.627,2224.939,2.599,-6.423,1.165,-0.368,5.359,200.721,504.664,18597.213,0.606,-13.717,0.272,-0.199,1.25,46.799,117.7
CZE,Czechia,2017,-5.135,-9.621,,,,,4.475,20.585,5.791,466.777,,0,0,0,0,453,48.316,-5.165,37.732,-9.876,181.331,3894.728,17040.778,177.734,16702.785,85.776,4.967,41.444,47.816,3.698,1.869,28.34,2.674,4.967,0,9.621,2.193,0.591,,45162.362,2.627,79.487,9.78,381.994,35898.338,4493.559,55.745,4.312,2.632,17.427,2.148,83.748,347.568,7870.296,,,2.179,-7.098,0.973,-0.357,4.674,175.685,439.221,44.255,37.96,3567.376,12.644,19.746,10.652,94.895,8917.889,33.039,16.88,14.743,10.232,70.849,2663.246,6658.12,3.117,17.613,24.328,17.508,116.915,251.263,10987.264,,,466.777,5.791,3.542,2.583,0.425,12.411,1166.378,8060.935,10641000,480.573,904.13,11.216,1.776,5.004,0.42,24.046,2259.769,2.557,2.321,1.141,0.124,5.483,206.124,515.311,20666.666,0.689,18.222,0.307,0.228,1.478,55.543,138.859
CZE,Czechia,2018,-3.784,-6.725,,,,,-0.183,-0.878,5.559,452.679,,0,0,0,0,445,47.436,-0.624,37.565,-1.132,180.199,3862.88,16894.694,171.009,16033.117,86.856,4.828,41.201,47.51,3.77,1.629,29.921,2.538,4.828,0,9.425,2.359,0.609,,44974.153,-0.96,78.869,-3.665,378.329,35470.549,4454.317,54.699,4.341,-4.68,16.641,-3.92,79.828,353.502,7484.372,,,1.875,-13.385,0.844,-0.626,4.048,152.712,379.542,45.301,39.347,3688.977,2.999,20.376,2.846,97.741,9163.777,34.449,4.964,15.503,3.517,74.366,2805.298,6972.235,2.922,1.186,24.662,1.386,118.302,237.935,11091.483,,,452.679,5.559,-3.336,2.501,-0.414,11.997,1124.825,8143.294,10666000,479.694,883.679,10.852,-2.791,4.873,-0.671,23.375,2191.542,2.716,6.047,1.212,0.332,5.815,221.159,545.19,23468.355,0.702,2.492,0.316,0.037,1.514,57.128,141.986
CZE,Czechia,2019,-8.208,-14.037,,,,,-1.257,-6.028,5.301,423.626,,0,0,0,0,423,44.15,-6.875,35.428,-12.389,167.81,3528.131,15699.343,156.972,14685.408,85.419,4.528,37.712,45.857,5.752,1.804,30.264,2.392,4.528,0,9.298,2.277,0.69,,44313.391,-2.141,78.162,-8.1,370.229,34636.421,4290.094,53.685,6.734,4.286,17.576,3.421,83.25,538.155,7788.34,,,2.112,22.771,1.049,0.922,4.97,168.738,464.966,46.315,39.562,3701.19,1.743,20.995,1.704,99.445,9303.483,35.43,0.713,15.812,0.53,74.896,2831.297,7006.848,2.801,0.733,25.159,0.867,119.169,223.807,11148.738,,,423.626,5.301,1.646,2.575,0.197,12.195,1140.881,7991.284,10689000,473.666,869.893,10.886,5.021,5.183,1.174,24.549,2296.635,2.665,-2.829,1.193,-0.165,5.65,212.982,528.626,23713.889,0.808,14.457,0.366,0.219,1.733,64.547,162.162
DNK,Denmark,2015,0,,-0.148,-0.071,-5.419,-5.116,-3.532,-7.109,14.449,735.044,,0,0,0,0,192,24.567,-34.191,10.352,-10.443,20.101,1249.759,3533.27,,,28.941,4.182,7.11,10.004,1.825,0.018,0,1.069,4.182,0,18.937,0.604,14.133,0.761,34132.576,-6.052,73.966,-9.253,143.627,25246.374,1758.408,34.566,6.306,0.602,17.042,0.198,33.093,320.791,5816.937,47.935,8425.996,0.062,18.675,0.023,0.007,0.046,3.169,8.018,65.434,18.937,3328.713,4.736,24.696,2.168,47.954,8429.234,0,,0,0,0,0,0,3.693,1.11,46.572,0.993,90.433,187.858,15896.167,89.287,15694.732,735.044,14.449,-2.937,5.472,-0.322,10.626,1867.863,5087.121,5689000,194.18,3328.713,65.434,4.736,24.696,2.168,47.954,8429.234,2.088,0.864,0.787,0.013,1.529,106.216,268.701,53478.495,48.835,7.42,18.412,2.47,35.753,2484.284,6284.652
DNK,Denmark,2016,0,,-1.949,-0.934,-9.954,-8.888,0.885,1.719,15.866,848.405,,0,0,0,0,231,29.03,21.162,12.432,4.254,24.355,1552.309,4264.498,,,30.538,4.845,8.865,12.148,2.257,0.019,0,1.027,4.845,0,18.39,0.744,12.782,0.756,34302.118,2.269,74.98,3.259,146.885,25719.739,2127.19,39.781,7.389,1.692,17.178,0.56,33.653,395.132,5892.586,47.001,8229.918,0.063,6.254,0.025,0.003,0.048,3.375,8.486,60.219,18.39,3220.106,-3.204,23.695,-1.536,46.417,8127.734,0,,0,0,0,0,0,3.361,-1.719,45.369,-1.555,88.878,179.749,15562.654,80.4,14078.049,848.405,15.866,16.27,6.307,1.729,12.355,2163.393,5347.296,5711000,195.899,3220.106,60.219,-3.204,23.695,-1.536,46.417,8127.734,2.436,22.361,0.955,0.342,1.87,130.236,327.518,54862.848,41.855,-10.097,16.408,-3.61,32.143,2238.09,5628.337
DNK,Denmark,2017,0,,7.445,3.499,-2.706,-2.176,0.536,1.05,20.178,1092.751,,0,0,0,0,176,20.001,-25.19,9.251,-6.135,18.22,1083.138,3178.591,,,31.042,6.264,6.209,9.229,2.018,0.018,0,1.002,6.264,0,21.813,0.751,14.78,,34359.69,-4.99,70.858,-7.33,139.555,24346.691,1610.034,29.73,6.501,-3.932,16.415,-1.323,32.329,352.087,5640.13,50.5,8810.245,0.058,-7.81,0.023,-0.004,0.045,3.118,7.795,70.27,21.813,3805.479,18.043,27.821,8.375,54.793,9559.1,0,,0,0,0,0,0,3.228,0.144,45.192,0.128,89.006,174.809,15527.971,78.224,13646.848,1092.751,20.178,28.848,8.083,3.564,15.919,2777.274,5415.514,5732000,196.95,3805.479,70.27,18.043,27.821,8.375,54.793,9559.1,2.421,0.442,0.954,0.008,1.879,131.103,327.759,57772.553,47.613,14.954,18.761,4.807,36.95,2578.507,6446.272
DNK,Denmark,2018,0,,-14.995,-7.573,-16.181,-12.657,-1.223,-2.408,19.42,1025.569,,0,0,0,0,189,21.63,1.845,9.538,0.336,18.556,1142.284,3225.995,,,30.377,5.899,6.57,9.611,2.072,0.015,0,0.968,5.899,0,20.766,0.953,13.899,,33821.545,0.312,71.959,0.435,139.99,24337.7,1670.876,31.639,6.821,-2.869,16.141,-0.928,31.402,360.222,5459.248,42.928,7463.082,0.049,-17.334,0.019,-0.008,0.037,2.584,6.421,68.361,20.766,3610.172,-5.138,26.718,-2.815,51.977,9036.414,0,,0,0,0,0,0,3.188,1.153,46.28,1.027,90.033,168.369,15652.456,65.566,11398.886,1025.569,19.42,-5.598,7.725,-0.891,15.028,2612.688,5281.047,5752000,194.542,3610.172,68.361,-5.138,26.718,-2.815,51.977,9036.414,3.137,26.07,1.217,0.49,2.369,165.677,411.77,61724.492,45.755,-6.512,17.757,-2.406,34.544,2416.343,6005.535
DNK,Denmark,2019,0,,-25.396,-10.902,-11.15,-7.311,-0.504,-0.98,19.353,998.232,,0,0,0,0,122,14.102,-41.83,5.577,-7.762,10.794,727.366,1870.055,,,29.772,5.762,4.198,7.159,1.847,0.015,0,1.114,5.762,0,22.613,0.958,15.878,,33534.557,-5.385,68.429,-7.538,132.452,22947.348,1240.36,24.047,6.203,-7.03,15.083,-2.208,29.194,319.952,5057.86,32.026,5548.44,0.05,13.546,0.022,0.005,0.042,2.575,7.266,75.953,22.613,3917.676,12.326,30.163,6.407,58.384,10115.041,0,,0,0,0,0,0,3.743,2.7,47.77,2.431,92.464,193.042,16019.433,58.256,10092.812,998.232,19.353,6.242,8.249,0.938,15.966,2766.165,5158.036,5772000,193.561,3917.676,75.953,12.326,30.163,6.407,58.384,10115.041,3.218,0.708,1.232,0.017,2.385,165.991,413.247,59678.596,53.332,15.767,20.66,5.447,39.991,2750.878,6928.363
EST,Estonia,2015,,,,,,,-6.617,-4.966,7.296,577.947,,0,0,0,0,944,0,-9.555,63.431,-4.696,44.453,0,33804.661,,,10.417,0.76,0,8.915,0.062,0.027,0,8.853,0.76,0,1.502,0,0.715,2.115,53293.296,-7.367,94.384,-5.26,66.145,50300.52,6779.468,85.585,0.595,-11.101,6.275,-0.549,4.398,47.148,3344.32,,,0.255,0.522,0.097,0,0.068,20.228,51.942,14.415,1.502,1141.901,10.49,5.512,0.367,3.863,2937.604,0,,0,0,0,0,0,84.989,-0.085,24.678,-0.015,17.294,6732.319,13151.539,,,577.947,7.296,4.644,2.812,0.087,1.971,1498.621,7921.369,1315000,70.081,1141.901,14.415,10.49,5.512,0.367,3.863,2937.604,0,89.19,0.021,0.007,0.015,0,11.35,17403.806,6.864,17.689,2.581,0.272,1.809,543.726,1375.691
EST,Estonia,2016,,,,,,,0.61,0.428,7.263,671.982,,0,0,0,0,924,0,1.03,63.696,0.458,44.911,0,34100.9,,,12.186,0.885,0,10.662,0.074,0.035,0,10.588,0.885,0,1.524,0.01,0.594,2.093,53537.079,0.72,94.487,0.476,66.621,50585.515,8095.672,87.496,0.607,9.91,6.855,0.436,4.834,56.188,3670.171,,,0.287,28.863,0.125,0.02,0.088,26.576,66.832,12.504,1.524,1156.93,-0.781,5.436,-0.03,3.833,2910.25,0,,0,0,0,0,0,86.889,-2.415,23.936,-0.418,16.877,8039.484,12814.444,,,671.982,7.263,12.935,3.156,0.255,2.226,1689.896,9252.602,1317000,70.508,1156.93,12.504,-0.781,5.436,-0.03,3.833,2910.25,0.079,70.174,0.036,0.01,0.025,7.348,19.286,18290.293,4.875,-17.426,2.119,-0.315,1.494,451.025,1134.235
EST,Estonia,2017,,,,,,,10.422,7.348,8.033,786.733,,0,0,0,0,928,0.136,10.264,63.604,4.609,49.52,13.343,37543.883,,,12.917,1.038,0.018,11.116,0.063,0.026,0,11.036,1.038,0,1.801,0.014,0.723,,59027.098,7.647,92.112,5.094,71.716,54371.177,8427.823,86.056,0.488,-5,5.898,-0.242,4.592,47.763,3481.386,,,0.201,-26.151,0.083,-0.023,0.065,19.712,49.28,13.944,1.801,1365.575,59.517,7.853,2.281,6.114,4635.291,0,,0,0,0,0,0,85.432,4.306,22.61,0.727,17.603,8366.716,13345.908,,,786.733,8.033,89.152,5.407,1.984,4.21,3191.621,9793.398,1319000,77.857,1365.575,13.944,59.517,7.853,2.281,6.114,4635.291,0.112,24.802,0.041,0.006,0.032,10.987,24.033,20430.567,5.597,21.001,2.322,0.314,1.808,548.143,1370.357
EST,Estonia,2018,,,,,,,5.899,4.593,10.575,987.906,,0,0,0,0,900,0,11.849,67.178,5.868,55.388,0,41865.528,,,12.36,1.307,0,10.371,0.058,0.015,0,10.313,1.307,0,1.989,0.031,0.636,,62320.223,8.05,93.983,5.773,77.489,58570.539,7839.002,83.909,0.469,2.439,5.705,0.112,4.704,43.84,3555.515,,,0.121,-42.645,0.045,-0.028,0.037,11.338,28.179,16.091,1.989,1503.252,-22.174,5.771,-1.356,4.758,3596.541,0,,0,0,0,0,0,83.44,-1.173,21.1,-0.206,17.397,7795.163,13149.495,,,987.906,10.575,-26.674,3.744,-1.123,3.087,2333.216,9342.254,1323000,82.45,1503.252,16.091,-22.174,5.771,-1.356,4.758,3596.541,0.249,68.444,0.065,0.022,0.053,23.282,40.359,23176.358,5.146,-12.548,1.917,-0.227,1.581,480.726,1194.787
EST,Estonia,2019,,,,,,,-19.586,-16.149,16.331,991.125,,0,0,0,0,783,0,-29.314,59.052,-16.236,39.152,0,29526.289,,,8.047,1.314,0,5.971,0.044,0.01,0,5.927,1.314,0,2.077,0.034,0.719,,50000.799,-20.942,92.399,-16.228,61.261,46199.99,4502.831,74.195,0.546,-8.532,6.49,-0.401,4.303,33.117,3244.81,,,0.119,6.14,0.06,0.002,0.04,7.238,29.842,25.805,2.077,1566.083,1.661,7.296,0.079,4.837,3648.012,0,,0,0,0,0,0,73.649,2.356,26.857,0.41,17.807,4469.714,13428.891,,,991.125,16.331,-4.709,4.437,-0.145,2.941,2218.315,6068.914,1326000,66.301,1566.083,25.805,1.661,7.296,0.079,4.837,3648.012,0.418,234.186,0.269,0.125,0.178,25.35,134.569,23427.074,8.937,6.141,2.531,0.097,1.678,542.369,1265.286
FIN,Finland,2015,,,,,,,-0.834,-2.691,16.707,2083.444,-0.131,1.589,-0.007,5.085,927.797,103,7.491,-14.646,13.879,-7.62,44.405,934.136,8101.63,,,68.349,11.419,5.12,14.577,5.195,16.769,23.245,4.262,11.419,0,30.527,0.011,2.327,1.538,58375.279,-6.166,55.786,-11.73,178.491,32565.484,2659.617,21.328,7.601,-13.849,7.151,-3.678,22.879,947.82,4174.171,,,24.534,24.511,13.245,8.342,42.378,3059.423,7731.781,78.672,53.772,9810.568,6.826,44.214,9.039,141.463,25809.795,34.009,-2,18.581,-1.213,59.452,4241.014,10846.947,6.236,-0.387,34.757,-0.432,111.208,777.662,20289.683,,,2083.444,16.707,-3.9,8.949,-1.162,28.632,5223.84,12470.186,5481000,319.955,5569.554,44.663,14.286,25.632,10.252,82.011,14962.848,0.017,40.41,0.009,0.008,0.029,2.064,5.216,42867.09,3.405,108.955,1.84,3.07,5.888,424.623,1074.215
FIN,Finland,2016,,,,,,,2.488,7.96,16.824,2095.803,-63.165,0.571,-3.212,1.873,340.695,109,10.182,14.371,15.488,6.381,50.786,1268.461,9237.255,,,68.491,11.523,6.974,14.876,3.738,15.799,23.203,4.164,11.523,0,30.412,0.022,3.068,1.554,59642.518,6.926,58.202,12.361,190.853,34713.151,2705.751,21.72,5.458,-12.353,6.115,-2.826,20.053,679.884,3647.238,,,23.067,-6.286,12.111,-2.664,39.714,2873.613,7223.344,78.28,53.615,9751.72,-3.112,41.798,-4.402,137.062,24929.367,33.877,-0.796,17.986,-0.473,58.979,4220.262,10727.323,6.08,7.919,36.599,8.806,120.014,757.406,21828.658,,,2095.803,16.824,0.325,8.76,0.093,28.725,5224.587,12457.471,5498000,327.915,5531.458,44.403,-4.79,23.812,-3.929,78.083,14202.043,0.032,94.418,0.017,0.027,0.056,4.013,10.109,43865.756,4.479,31.041,2.353,1.828,7.715,558.029,1403.309
FIN,Finland,2017,,,,,,,-3.263,-10.701,17.671,2152.338,118.326,1.289,2.216,4.09,742.071,99,8.726,-8.384,14.668,-4.258,46.528,1062.784,8442.818,,,67.124,11.862,5.857,13.17,3.3,14.771,22.477,4.013,11.862,0,31.477,0.049,4.795,,57559.99,-6.084,56.505,-11.611,179.242,32524.463,2389.758,19.62,4.916,-8.593,5.778,-1.723,18.329,598.802,3325.977,,,22.006,-7.099,11.631,-2.819,36.894,2680.361,6694.697,80.38,53.954,9790.185,0.663,43.495,0.909,137.971,25035.527,33.486,-3.739,17.898,-2.205,56.774,4078.57,10301.893,5.978,-4.691,36.059,-5.629,114.384,728.172,20755.668,,,2152.338,17.671,-2.162,8.86,-0.621,28.104,5099.578,12179.943,5511000,317.213,5711.615,46.894,3.988,25.597,3.114,81.197,14733.635,0.072,118.166,0.038,0.066,0.121,8.803,22.001,46437.211,7.144,55.378,3.779,4.273,11.988,870.113,2175.288
FIN,Finland,2018,,,,,,,0.451,1.43,18.448,2337.538,-4.686,1.223,-0.192,3.898,705.762,111,8.275,4.759,15.297,2.214,48.743,1048.524,8825.374,,,69.982,12.91,5.791,15.049,4.195,13.301,22.793,5.063,12.91,0,32.14,0.09,5.839,,57693.818,1.925,57.335,3.451,182.693,33078.661,2724.77,21.504,5.994,14.591,6.592,2.674,21.004,759.551,3802.989,,,19.006,-11.5,10.247,-4.243,32.651,2408.311,5911.906,78.496,54.933,9946.265,-1.465,42.665,-2.021,135.95,24615.156,32.57,-4.212,17.067,-2.392,54.382,4126.924,9846.487,7.235,-1.257,35.446,-1.437,112.947,916.695,20450.299,,,2337.538,18.448,7.752,9.504,2.179,30.282,5482.961,12671.035,5523000,318.643,5819.341,45.926,0.456,25.598,0.37,81.567,14768.669,0.129,84.892,0.07,0.103,0.224,16.336,40.591,50032.02,8.343,21.049,4.554,2.523,14.511,1057.155,2627.449
FIN,Finland,2019,,,,,,,-4.309,-13.73,18.85,2302.644,-1.351,1.261,-0.053,3.845,695.095,89,6.639,-16.607,13.331,-8.094,40.648,811.033,7347.811,,,67.578,12.738,4.487,12.596,4.159,12.225,23.802,3.95,12.738,0,31.18,0.09,6.127,,55118.024,-7.816,55.234,-14.279,168.415,30443.716,2276.877,18.639,6.155,-3.785,6.628,-0.795,20.209,751.892,3653.092,,,18.09,-6.823,9.978,-2.228,30.424,2209.897,5499.559,81.361,54.983,9939.015,0.404,44.766,0.549,136.498,24674.308,35.222,4.39,18.618,2.388,56.77,4302.643,10262.072,5.844,-4.772,35.275,-5.389,107.558,713.952,19442.814,,,2302.644,18.85,-0.28,9.904,-0.085,30.197,5458.692,12215.892,5532000,304.913,5636.372,46.14,-2.254,26.148,-1.839,79.728,14412.235,0.134,96.722,0.145,0.217,0.441,16.31,79.721,48667.723,9.066,2.135,4.861,0.31,14.821,1107.522,2679.168
FRA,France,2015,0,,0,,0,,0.532,14.581,1.137,101.192,0.892,1.198,0.292,33.013,512.208,54,2.069,-2.932,3.537,-2.945,97.503,184.222,1512.771,,,573.867,6.522,11.874,44.608,21.143,55.556,437.428,11.591,7.101,0.579,91.832,7.753,21.421,1.077,42767.747,1.903,50.452,25.968,1390.726,21577.359,692.097,7.773,3.684,7.501,14.784,28.434,407.518,328.04,6322.715,,,9.681,-13.863,4.997,-22.166,137.73,861.966,2136.913,92.227,529.26,8211.557,-0.827,49.548,-11.386,1365.784,21190.388,76.225,-0.379,40.145,-4.211,1106.59,6786.772,17168.938,2.02,0.054,32.131,0.479,885.705,179.835,13741.872,,,110.181,1.237,10.254,0.592,1.518,16.325,253.279,8903.655,64453000,2756.51,1424.785,16.002,-2.694,9.403,-7.175,259.194,4021.45,1.351,22.083,0.666,3.323,18.371,120.294,285.032,37937.861,3.733,22.456,1.95,9.858,53.755,332.345,834.018
FRA,France,2016,0,,0,,0,,-1.63,-44.936,1.349,116.524,0.588,1.225,0.194,33.208,513.509,60,1.851,-2.692,3.499,-2.625,94.878,159.963,1467.149,,,558.773,7.535,10.344,56.565,34.967,60.839,403.195,11.253,8.134,0.598,99.013,8.659,21.381,1.043,41930.685,2.096,52.363,29.144,1419.87,21956.292,874.692,10.123,6.258,9.271,16.422,37.782,445.3,540.717,6885.937,,,10.888,9.631,5.569,13.265,150.996,940.793,2334.939,89.877,502.208,7765.948,-5.424,47.637,-74.08,1291.704,19974.393,72.157,-8.371,37.394,-92.637,1013.953,6234.853,15679.358,2.014,-0.679,32.442,-6.013,879.692,174.012,13603.206,,,125.773,1.456,17.679,0.708,2.886,19.211,297.064,8640.64,64668000,2711.574,1531.095,17.72,7.159,10.243,18.557,277.751,4295.035,1.55,11.701,0.757,2.15,20.521,133.902,317.324,38348.507,3.826,0.115,1.985,0.062,53.817,330.627,832.198
FRA,France,2017,0,,0,,0,,-0.63,-17.095,1.397,119.768,0.813,1.242,0.27,33.478,516.288,69,2.305,13.631,4.001,12.933,107.81,197.68,1662.634,,,556.077,7.766,12.818,65.101,40.5,50.001,398.359,11.783,8.421,0.655,92.617,9.585,24.609,,41553.881,1.303,53.382,18.5,1438.369,22182.339,1003.982,11.707,7.283,0.529,16.614,2.358,447.657,624.591,6903.711,,,8.992,-18.505,4.567,-27.942,123.054,771.113,1897.724,88.293,490.976,7571.76,-2.756,46.618,-35.595,1256.109,19371.542,71.637,-1.781,36.96,-18.062,995.891,6143.441,15358.49,2.119,0.365,32.767,3.21,882.902,181.711,13615.994,,,129.866,1.514,4.04,0.742,0.776,19.987,308.231,8575.742,64843000,2694.478,1428.319,16.655,-6.312,9.657,-17.533,260.218,4013.051,1.724,11.628,0.85,2.386,22.907,147.817,353.267,40134.128,4.426,12.963,2.256,6.976,60.793,379.523,937.541
FRA,France,2018,0,,0,,0,,1.764,47.536,1.447,128.255,-1.081,1.208,-0.362,33.116,509.542,54,1.461,-9.579,3.555,-10.327,97.483,129.444,1499.942,,,575.97,8.335,8.413,49.631,30.588,65.285,412.942,10.631,8.945,0.61,113.397,10.569,28.599,,42190.684,-2.332,51.233,-33.55,1404.82,21615.604,763.661,8.617,5.311,-4.587,15.577,-20.536,427.121,470.646,6572.007,,,11.335,29.122,5.795,35.836,158.89,1004.518,2444.804,91.383,526.339,8098.649,6.455,48.767,81.086,1337.195,20575.079,71.695,3.281,37.511,32.674,1028.564,6353.831,15826.257,1.846,-0.304,32.101,-2.686,880.216,163.57,13543.655,,,137.636,1.553,5.963,0.772,1.192,21.178,325.867,8862.309,64991000,2742.015,1744.818,19.688,18.605,11.256,48.412,308.631,4748.822,1.835,11.954,0.935,2.738,25.645,162.618,394.595,43060.59,4.965,14.818,2.546,9.008,69.801,440.046,1074.014
FRA,France,2019,0,,0,,0,,-1.946,-53.364,1.475,127.981,4.491,1.287,1.487,34.603,531.287,54,0.781,-23.15,2.786,-22.567,74.915,67.752,1150.243,,,564.97,8.335,4.413,53.631,37.588,57.285,398.942,11.631,8.945,0.61,112.397,12.569,33.599,,41281.299,-1.475,51.479,-20.725,1384.094,21251.255,823.446,9.493,6.653,1.692,16.155,7.226,434.347,577.119,6668.928,,,10.139,-8.802,5.389,-13.985,144.905,879.542,2224.855,90.507,511.339,7851.056,-2.441,48.521,-32.638,1304.557,20030.043,70.613,-3.838,36.788,-39.475,989.09,6125.316,15186.391,2.059,-0.612,32.538,-5.384,874.832,178.575,13432.084,,,137.342,1.583,1.683,0.801,0.357,21.535,330.646,8674.502,65130000,2688.651,1725.74,19.894,2.215,11.733,6.836,315.467,4843.653,2.225,13.254,1.08,3.399,29.044,192.979,445.943,41924.837,5.947,22.319,3.176,15.579,85.38,515.877,1310.922
GEO,Georgia,2015,1.024,0.016,899.883,0.088,-20.055,-0.126,5.537,3.839,0,0,,,,,,,0,,,,,0,,1.531,380.431,10.605,0,0,2.236,2.236,8.369,0,0,0,0,8.369,0,0,1.457,18186.651,,,,,,555.731,21.086,21.086,,,,,555.731,,0.097,24.198,78.914,,,,,2079.771,,78.914,8.369,2079.771,,,,,,0,,,,,0,,0,,,,,0,,0.503,125.073,0,0,,,,,,2635.502,4024000,73.183,2079.771,78.914,,,,,,0,,,,,0,,4017.622,0,,,,,0,
GEO,Georgia,2016,-3.64,-0.056,-36.364,-0.035,-49.829,-0.251,5.892,4.312,0,0,,,,,,,0,,,,,0,,1.475,367.406,11.347,0,0,2.102,2.102,9.236,0,0,0,0,9.245,0,0.009,1.501,19301.406,,,,,,523.497,18.524,18.524,,,,,523.497,,0.062,15.434,81.397,,,,,2300.374,,81.476,9.245,2302.615,,,,,,0,,,,,0,,0,,,,,0,,0.253,62.891,0,0,,,,,,2826.112,4015000,77.495,2302.615,81.476,,,,,,0,,,,,0,,4060.893,0.079,,,,,2.242,
GEO,Georgia,2017,,,,,,,,,0,0,,,,,,,0,,,,,0,,,,11.305,0,0,2.099,2.099,9.118,0,0,0,0,9.206,0,0.088,,,,,,,,523.577,18.567,18.567,,,,,523.577,,,,80.654,,,,,2274.383,,81.433,9.206,2296.333,,,,,,0,,,,,0,,0,,,,,0,,,,0,0,,,,,,2819.91,4009000,,2296.333,81.433,,,,,,0,,,,,0,,4358.594,0.778,,,,,21.951,
GEO,Georgia,2018,,,,,,,,,0,0,,,,,,,0,,,,,0,,,,11.922,0,0,1.988,1.988,9.85,0,0,0,0,9.934,0,0.084,,,,,,,,496.653,16.676,16.676,,,,,496.653,,,,82.62,,,,,2460.655,,83.324,9.934,2481.639,,,,,,0,,,,,0,,0,,,,,0,,,,0,0,,,,,,2978.291,4003000,,2481.639,83.324,,,,,,0,,,,,0,,4718.794,0.705,,,,,20.984,
